City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,cidreira,-30.1811,-50.2056,18.71,76,86,6.24,BR,1699597407
285,gilgit,35.9221,74.3087,12.16,77,100,0.28,PK,1699597408
286,sola,-13.8833,167.55,25.37,94,100,0.0,VU,1699597408
287,luderitz,-26.6481,15.1594,16.99,76,96,0.87,NA,1699597409
288,nemuro,43.3236,145.575,14.3,86,100,13.57,JP,1699597410
289,doctor arroyo,23.6667,-100.1833,15.32,89,76,1.43,MX,1699597410
290,kyabe,9.4515,18.9449,26.1,72,98,3.46,TD,1699597411
291,ojinaga,29.5667,-104.4167,13.01,66,99,3.96,MX,1699597411
292,bonthe,7.5264,-12.505,25.27,88,75,2.37,SL,1699597412
293,coronel oviedo,-25.4167,-56.45,21.22,91,88,1.75,PY,1699597218
294,opuwo,-18.0607,13.84,25.32,21,12,0.14,NA,1699597412
295,labrador city,52.9463,-66.9114,-7.05,86,100,2.57,CA,1699597211
296,abong mbang,3.9833,13.1833,20.99,97,100,0.24,CM,1699597413
297,formosa,-26.1775,-58.1781,23.99,88,0,2.06,AR,1699597266
298,argo,37.6333,22.7333,14.88,81,99,1.13,GR,1699597413
299,stanley,54.868,-1.6985,4.6,96,75,2.06,GB,1699597413
300,keflavik,64.0049,-22.5624,1.24,86,75,1.54,IS,1699597414
301,prado,-17.3411,-39.2208,22.57,95,14,3.74,BR,1699597414
302,mongo,12.1844,18.693,27.87,21,86,2.61,TD,1699597414
303,beytussebap,37.5694,43.1681,11.51,65,98,1.56,TR,1699597415
304,saipan,15.1355,145.701,30.39,74,40,6.69,MP,1699597190
305,camana,-16.6228,-72.7111,19.31,88,100,1.92,PE,1699597415
306,mar del plata,-38.0023,-57.5575,12.51,80,35,5.36,AR,1699597415
307,lander,42.833,-108.7307,1.76,53,0,2.57,US,1699597416
308,tarauaca,-8.1614,-70.7656,23.27,88,71,1.03,BR,1699597416
309,lata,40.1629,-8.3327,12.18,87,92,1.13,PT,1699597416
310,sao jose da coroa grande,-8.8978,-35.1478,24.5,80,5,3.09,BR,1699597417
311,creswell,43.9179,-123.0245,8.78,90,100,1.68,US,1699597417
312,alofi,-19.0595,-169.9187,24.94,94,75,2.06,NU,1699597417
313,wajir,1.7471,40.0573,27.98,78,75,3.6,KE,1699597418
314,forster,-32.1667,152.5167,22.43,77,13,7.46,AU,1699597418
315,kasongo-lunda,-6.4667,16.8167,22.43,97,92,0.75,CD,1699597419
316,orange,33.7,-117.7675,20.98,20,20,0.0,US,1699597420
317,tazovsky,67.4667,78.7,-4.94,92,100,8.54,RU,1699597420
318,santa cruz,-17.8,-63.1667,26.7,74,64,4.12,BO,1699597420
319,tamanrasset,22.785,5.5228,15.95,16,0,3.09,DZ,1699597421
320,amga,60.8953,131.9608,-17.81,97,100,0.41,RU,1699597421
321,tangkak,2.2673,102.5453,30.93,60,100,2.28,MY,1699597421
322,simcoe,42.8334,-80.2997,5.08,60,79,5.45,CA,1699597422
323,geneina,13.45,22.45,23.69,30,93,5.27,SD,1699597423
324,rio grande,-32.035,-52.0986,16.08,67,5,5.96,BR,1699597423
325,bang saphan,11.2126,99.5117,30.58,66,71,2.73,TH,1699597425
326,guajara mirim,-10.7828,-65.3394,25.12,73,25,0.25,BR,1699597399
327,valparaiso,-33.0393,-71.6273,13.8,94,100,0.0,CL,1699597425
328,coahuayana de hidalgo,18.7,-103.6583,25.32,90,87,0.86,MX,1699597425
329,sari,36.5633,53.0601,19.77,88,100,8.23,IR,1699597426
330,concepcion,-36.827,-73.0498,10.89,82,75,2.06,CL,1699597388
331,hotan,37.0997,79.9269,12.83,17,33,8.49,CN,1699597426
332,big spring,32.2504,-101.4787,8.25,80,100,6.17,US,1699597426
333,bam,29.106,58.357,21.25,28,0,1.48,IR,1699597428
334,kuanda,56.3161,116.0806,-13.84,75,82,1.27,RU,1699597428
335,bulakamba,-6.8748,108.9559,32.86,53,56,2.6,ID,1699597428
336,kish,26.5578,54.0194,32.15,37,0,4.12,IR,1699597428
337,moron,-34.6534,-58.6198,17.2,71,100,6.26,AR,1699597429
338,port shepstone,-30.7414,30.455,20.42,79,0,3.99,ZA,1699597429
339,tromso,69.6496,18.957,0.01,86,75,3.09,NO,1699597429
340,nilsia,63.2,28.0833,-2.08,96,100,2.34,FI,1699597429
341,hasaki,35.7333,140.8333,18.22,74,100,7.82,JP,1699597430
342,minas de marcona,-15.2119,-75.1103,13.9,87,60,3.49,PE,1699597430
343,colares,38.7992,-9.4469,14.63,88,69,9.83,PT,1699597430
344,peace river,56.2501,-117.286,3.17,64,100,4.12,CA,1699597214
345,sumbawa besar,-8.5,117.4333,34.72,41,48,4.09,ID,1699597431
346,remire-montjoly,4.9167,-52.2667,24.02,94,0,0.0,GF,1699597431
347,ballina,-28.8667,153.5667,20.99,69,75,6.15,AU,1699597431
348,taro,-8.3862,115.28,27.0,65,90,2.54,ID,1699597432
349,luwingu,-10.2621,29.9271,24.37,51,96,3.84,ZM,1699597433
350,castillos,-34.1667,-53.8333,11.82,74,81,2.37,UY,1699597433
351,hammerfest,70.6634,23.6821,-0.75,93,100,4.12,NO,1699597434
352,inarajan village,13.2736,144.7484,30.22,84,96,7.51,GU,1699597434
353,ikom,5.9667,8.7063,24.32,96,100,0.39,NG,1699597434
354,bireun,5.203,96.7009,29.16,73,100,3.09,ID,1699597434
355,belyy yar,53.6039,91.3903,-12.06,85,75,0.0,RU,1699597435
356,orangeburg,33.4918,-80.8557,14.98,87,0,0.45,US,1699597435
357,barcelos,41.5388,-8.6151,14.08,88,98,2.46,PT,1699597435
358,paraiso,9.8383,-83.8656,19.12,94,74,0.84,CR,1699597436
359,alice springs,-23.7,133.8833,36.75,13,41,4.63,AU,1699597436
360,tralee,52.2704,-9.7026,9.27,86,63,9.7,IE,1699597348
361,vikhorevka,56.1201,101.1636,-9.23,71,73,1.68,RU,1699597436
362,pamanukan,-6.2842,107.8106,32.71,54,71,5.69,ID,1699597436
363,bubaque,11.2833,-15.8333,27.68,60,85,5.62,GW,1699597437
364,ixtapa,20.7,-105.2,24.2,89,100,1.07,MX,1699597437
365,berbera,10.4396,45.0143,28.78,59,23,4.52,SO,1699597437
366,bandon,51.7469,-8.7425,8.77,79,72,11.5,IE,1699597437
367,qorovulbozor,39.5006,64.7936,13.84,35,37,5.02,UZ,1699597438
368,maragogi,-9.0122,-35.2225,24.27,81,5,2.93,BR,1699597438
369,sur,22.5667,59.5289,28.34,58,0,5.04,OM,1699597438
370,gadzhiyevo,69.2551,33.3362,-3.35,93,100,9.93,RU,1699597438
371,zhangjiajie,29.1294,110.4783,12.69,91,100,1.0,CN,1699597439
372,bandar lampung,-5.4254,105.258,32.07,55,100,4.52,ID,1699597439
373,weinan,34.5036,109.5089,10.86,47,97,5.51,CN,1699597295
374,cruzeiro do sul,-29.5128,-51.9853,19.73,88,81,1.17,BR,1699597439
375,puerto armuelles,8.2833,-82.8667,27.27,84,84,3.13,PA,1699597213
376,nova vicosa,-17.8919,-39.3719,22.88,94,6,4.07,BR,1699597216
377,san rafael del yuma,18.4299,-68.6739,24.76,89,18,4.97,DO,1699597440
378,vernon,50.2581,-119.2691,7.01,83,100,1.03,CA,1699597440
379,new norfolk,-42.7826,147.0587,19.28,33,79,0.26,AU,1699597440
380,caleta olivia,-46.4393,-67.5281,10.5,69,10,2.18,AR,1699597296
381,howrah,22.5892,88.3103,29.0,54,9,2.57,IN,1699597166
382,cannonvale,-20.2833,148.7,25.66,63,31,6.58,AU,1699597441
383,abepura,-2.6333,140.5833,32.45,52,20,7.72,ID,1699597441
384,north platte,41.1239,-100.7654,-0.9,79,0,0.45,US,1699597442
385,valle de la pascua,9.2155,-66.0073,23.52,91,65,2.5,VE,1699597442
386,fallon,39.4735,-118.7774,-2.07,64,40,2.57,US,1699597443
387,bagan,54.1001,77.6646,3.27,93,97,3.6,RU,1699597443
388,saynshand,44.8824,110.1163,-10.03,54,1,2.3,MN,1699597444
389,hengyang,26.8881,112.615,15.48,89,100,4.39,CN,1699597444
390,perote,19.5667,-97.2333,12.82,97,93,1.27,MX,1699597444
391,gizo,-8.103,156.8419,27.92,80,100,7.72,SB,1699597445
392,bodrum,37.0383,27.4292,19.71,71,30,2.14,TR,1699597445
393,pradera,3.4211,-76.2447,21.38,87,96,1.77,CO,1699597446
394,yuncheng,35.0231,110.9928,5.96,36,84,4.49,CN,1699597447
395,nabire,-3.3667,135.4833,30.91,64,60,3.09,ID,1699597448
396,reggane,26.7158,0.1714,22.53,31,0,4.94,DZ,1699597449
397,yamethin,20.4333,96.15,30.04,63,1,2.61,MM,1699597450
398,yang talat,16.3998,103.3679,34.98,4,96,2.22,TH,1699597451
399,maues,-3.3836,-57.7186,24.83,65,34,1.27,BR,1699597452
400,minab,27.1467,57.0801,30.1,20,0,1.61,IR,1699597452
401,bayanhongor,46.7167,100.1167,-10.91,65,23,0.97,MN,1699597452
402,vondrozo,-22.8167,47.2833,27.11,53,4,1.0,MG,1699597453
403,al artawiyah,26.5053,45.3444,21.95,31,4,2.22,SA,1699597453
404,trancas,-26.2314,-65.2803,21.09,70,100,1.29,AR,1699597453
405,salinas,36.6777,-121.6555,11.62,77,0,3.09,US,1699597163
406,malango,-2.9627,119.9001,27.57,62,32,2.1,ID,1699597454
407,geraldton,-28.7667,114.6,23.23,46,96,11.83,AU,1699597455
408,chinde,26.8418,88.0763,19.69,49,2,2.36,NP,1699597456
409,nirgua,10.1553,-68.5663,20.24,94,15,0.75,VE,1699597456
410,oodweyne,9.4092,45.064,24.8,31,62,4.6,SO,1699597457
411,broken hill,-31.95,141.4333,37.69,13,25,4.16,AU,1699597457
412,rabaul,-4.1967,152.1721,28.3,75,100,1.35,PG,1699597457
413,hassi messaoud,31.6804,6.0729,14.92,67,0,2.06,DZ,1699597457
414,dali,25.7,100.1833,19.19,38,1,2.72,CN,1699597458
415,umluj,25.0213,37.2685,30.07,62,54,4.93,SA,1699597458
416,vadso,70.0744,29.7487,-0.91,86,75,7.72,NO,1699597458
417,beira,-19.8436,34.8389,28.05,69,75,6.17,MZ,1699597459
418,ust'-ilimsk,58.0006,102.6619,-8.09,57,5,0.89,RU,1699597459
419,cheremushki,52.8356,91.3944,-0.67,82,78,1.17,RU,1699597459
420,shingu,33.7333,135.9833,18.9,94,100,1.53,JP,1699597460
421,berezovo,63.9381,65.0419,-2.22,91,14,4.05,RU,1699597460
422,salekhard,66.53,66.6019,-6.75,92,82,4.49,RU,1699597461
423,yerofey pavlovich,53.9667,121.9667,-8.33,41,93,2.2,RU,1699597462
424,ocean shores,46.9737,-124.1563,9.0,94,100,4.63,US,1699597288
425,shitanjing,39.2342,106.3439,1.62,29,85,1.65,CN,1699597462
426,songea,-10.6833,35.65,23.94,64,55,2.86,TZ,1699597463
427,mount pearl,47.5166,-52.7813,3.41,92,100,10.8,CA,1699597463
428,kirakira,-10.4544,161.9205,27.18,87,100,5.11,SB,1699597463
429,owosso,42.9978,-84.1766,6.47,61,0,2.57,US,1699597208
430,guiuan,11.0333,125.7247,28.67,74,60,2.32,PH,1699597464
431,balikpapan,-1.2675,116.8289,31.55,66,20,1.03,ID,1699597465
432,khalis,33.82,44.5264,24.79,28,26,3.04,IQ,1699597465
433,gangapur,26.4833,76.7167,28.98,29,72,2.12,IN,1699597465
434,varennes-vauzelles,47.0168,3.1404,5.73,93,20,2.06,FR,1699597466
435,meadow lake,34.8014,-106.5436,6.93,61,98,4.66,US,1699597466
436,riversdale,18.1659,-76.9642,28.92,94,11,0.64,JM,1699597466
437,sechura,-5.5569,-80.8222,19.15,80,18,5.15,PE,1699597466
438,mossel bay,-34.1831,22.146,20.96,67,0,2.84,ZA,1699597467
439,cherlak,54.155,74.8055,5.28,90,100,4.25,RU,1699597285
440,manchester,53.4809,-2.2374,5.77,95,99,1.54,GB,1699597339
441,rio gallegos,-51.6226,-69.2181,7.03,61,0,5.14,AR,1699597467
442,kitui,-1.367,38.0106,20.14,84,98,0.77,KE,1699597468
443,kayenta,36.7278,-110.2546,3.36,28,0,2.04,US,1699597468
444,villa rica,33.7321,-84.9191,18.55,95,98,2.04,US,1699597469
445,nicoya,10.1483,-85.452,24.15,93,65,0.52,CR,1699597469
446,lautoka,-17.6167,177.4667,26.92,69,75,5.14,FJ,1699597470
447,kayes,14.0,-11.0,23.74,25,72,1.38,ML,1699597470
448,ouddorp,51.8117,3.9347,8.99,87,83,9.17,NL,1699597470
449,bryne,58.7354,5.6477,8.32,80,75,4.12,NO,1699597471
450,oranjestad,12.524,-70.027,28.97,85,20,6.69,AW,1699597471
451,roma,43.2128,-75.4557,7.71,82,69,0.89,US,1699597265
452,aioun,16.6614,-9.6149,22.63,21,4,4.19,MR,1699597472
453,okhotsk,59.3833,143.3,-15.79,80,14,5.25,RU,1699597472
454,metlili chaamba,32.2667,3.6333,11.52,76,0,1.54,DZ,1699597472
455,erdenet,49.0333,104.0833,-10.53,57,1,1.62,MN,1699597473
456,ginir,7.1333,40.7,17.33,65,100,2.31,ET,1699597474
457,zaragoza,41.6561,-0.8773,13.03,65,0,2.06,ES,1699597474
458,duayaw-nkwanta,7.1724,-2.1028,21.56,99,74,0.87,GH,1699597474
459,atherton,53.5237,-2.4935,5.72,96,100,1.52,GB,1699597474
460,kohlu,29.8962,69.252,20.86,18,0,3.24,PK,1699597475
461,tarakan,3.3,117.6333,28.72,84,75,2.06,ID,1699597475
462,yakeshi,49.2833,120.7333,-11.95,84,70,5.11,CN,1699597475
463,codrington,-38.2667,141.9667,26.56,34,49,4.1,AU,1699597476
464,boa vista,2.8197,-60.6733,26.99,83,40,1.54,BR,1699597477
465,bathsheba,13.2167,-59.5167,28.34,83,40,8.75,BB,1699597478
466,kerikeri,-35.2268,173.9474,15.38,70,71,1.79,NZ,1699597478
467,agat village,13.3886,144.6585,30.2,82,99,1.34,GU,1699597478
468,preobrazheniye,42.9019,133.9064,0.15,45,1,6.83,RU,1699597481
469,crane,31.3974,-102.3501,8.78,80,100,5.49,US,1699597483
470,vila franca do campo,37.7167,-25.4333,20.23,99,6,5.92,PT,1699597483
471,ormara,25.2088,64.6357,29.21,35,0,4.47,PK,1699597484
472,inhambane,-23.865,35.3833,24.99,57,75,2.06,MZ,1699597485
473,ak'ordat,15.5486,37.8867,24.5,63,99,5.26,ER,1699597486
474,ostersund,63.1792,14.6357,-0.77,100,100,3.6,SE,1699597486
475,ta`u,-14.2336,-169.5144,27.53,81,96,4.97,AS,1699597486
476,hilo,19.7297,-155.09,24.58,87,100,1.54,US,1699597486
477,bamiantong,44.9333,130.5333,-7.97,83,43,6.48,CN,1699597487
478,post,33.1909,-101.3782,7.21,60,100,2.86,US,1699597487
479,kenai,60.5544,-151.2583,-2.17,92,100,1.54,US,1699597487
480,uthal,25.8072,66.6219,31.03,13,0,4.53,PK,1699597487
481,pokhara,28.2333,83.9833,22.89,52,4,2.57,NP,1699596967
482,janub as surrah,29.2692,47.9781,26.91,55,0,1.46,KW,1699597488
483,lexington,37.9887,-84.4777,11.0,64,100,3.09,US,1699597487
484,muzaffarabad,34.37,73.4711,13.54,84,100,2.09,PK,1699597489
485,kaura namoda,12.5898,6.5779,23.9,21,90,3.56,NG,1699597490
486,debre birhan,9.6833,39.5333,13.26,54,15,3.38,ET,1699597491
487,sinhyeon,34.8825,128.6267,15.94,35,56,6.96,KR,1699597491
488,pahlgam,34.0333,75.3333,5.3,94,100,2.96,IN,1699597491
489,muborak,39.2553,65.1528,15.66,34,30,4.66,UZ,1699597491
490,villa gesell,-37.2639,-56.973,9.47,74,44,4.95,AR,1699597492
491,xichang,27.8964,102.2634,20.12,51,3,1.43,CN,1699597492
492,okha,53.5739,142.9478,-1.95,68,100,10.72,RU,1699597492
493,saint-pierre,-21.3393,55.4781,27.88,65,0,3.6,RE,1699597492
494,sanlucar la mayor,37.3871,-6.2011,12.49,87,57,1.34,ES,1699597493
495,persembe,41.0656,37.7714,13.68,82,100,1.4,TR,1699597493
496,kimbe,-5.5502,150.1429,30.16,65,77,0.44,PG,1699597494
497,moyale,3.5167,39.0584,24.19,56,77,4.55,KE,1699597494
498,veraval,20.9,70.3667,31.18,44,0,0.75,IN,1699597494
499,pingzhuang,42.0372,119.2889,-3.45,45,5,7.07,CN,1699597494
500,khandud,36.9513,72.318,2.08,31,9,2.46,AF,1699597495
501,guiratinga,-16.3494,-53.7583,23.76,67,50,1.19,BR,1699597495
502,neryungri,56.6709,124.6491,-14.82,89,99,3.79,RU,1699597495
503,qamdo,31.1667,97.2333,3.65,28,94,0.73,CN,1699597495
504,mandal,25.45,74.5667,31.05,28,2,4.35,IN,1699597496
505,keetmanshoop,-26.5833,18.1333,30.51,14,0,4.12,NA,1699597496
506,carnarvon,-24.8667,113.6333,23.21,56,55,10.14,AU,1699597496
507,dawei,14.0833,98.2,31.05,68,79,2.82,MM,1699597497
508,murghob,38.1702,73.9667,-3.8,29,4,3.49,TJ,1699597497
509,thunder bay,48.4001,-89.3168,1.99,87,100,2.57,CA,1699597497
510,'ain deheb,34.8422,1.547,9.9,93,100,4.91,DZ,1699597498
511,santo antonio do ica,-3.1022,-67.9397,24.04,90,13,0.49,BR,1699597498
512,nova sintra,14.8667,-24.7167,22.22,66,91,5.06,CV,1699597498
513,bela vista de goias,-16.9728,-48.9533,21.64,38,58,2.64,BR,1699597499
514,nuku'alofa,-21.1333,-175.2,22.19,94,75,10.56,TO,1699597384
515,puerto deseado,-47.7503,-65.8938,10.15,65,0,9.76,AR,1699597500
516,mozarlandia,-14.7447,-50.5706,27.29,45,27,0.45,BR,1699597500
517,slave lake,55.2834,-114.769,-0.01,74,0,5.66,CA,1699597500
518,san matias,-16.3667,-58.4,24.89,77,89,2.2,BO,1699597501
519,happy valley-goose bay,53.3168,-60.3315,-2.83,74,100,5.66,CA,1699597501
520,popondetta,-8.7537,148.2534,30.1,59,18,2.26,PG,1699597502
521,dnestrovsc,46.6222,29.9133,7.78,67,4,3.21,MD,1699597502
522,dayrut,27.556,30.8076,21.93,69,6,5.48,EG,1699597502
523,kruisfontein,-34.0033,24.7314,22.55,43,1,2.5,ZA,1699597308
524,port macquarie,-31.4333,152.9167,20.34,88,47,6.17,AU,1699597504
525,mount isa,-20.7333,139.5,30.87,45,40,1.03,AU,1699597505
526,walvis bay,-22.9575,14.5053,16.34,83,55,0.72,NA,1699597505
527,kavaratti,10.5669,72.642,28.59,72,78,3.55,IN,1699597505
528,sisimiut,66.9395,-53.6735,-6.58,76,99,6.45,GL,1699597506
529,manaure,11.7751,-72.4445,28.55,79,61,6.39,CO,1699597506
530,mamou,10.5,-12.0,19.87,91,99,0.75,GN,1699597506
531,fort st. john,56.2499,-120.8529,0.94,80,75,4.63,CA,1699597507
532,galle,6.0367,80.217,28.31,71,99,2.18,LK,1699597507
533,bodaybo,57.8506,114.1933,-14.31,83,100,0.79,RU,1699597507
534,kamaishi,39.2667,141.8833,17.57,80,100,6.26,JP,1699597507
535,sovetskaya gavan',48.9723,140.2878,-1.61,96,98,5.68,RU,1699597508
536,pacific grove,36.6177,-121.9166,11.39,78,0,3.09,US,1699597508
537,prince rupert,54.3161,-130.3201,7.83,88,75,10.8,CA,1699597509
538,flin flon,54.7682,-101.865,-3.69,93,100,0.68,CA,1699597429
539,lethem,3.3803,-59.7968,26.87,67,80,3.39,GY,1699597510
540,semera,11.501,41.201,25.91,45,69,6.22,ET,1699597510
541,soe,-9.8607,124.284,31.99,30,18,4.46,ID,1699597512
542,lionel town,17.8101,-77.2406,29.94,80,9,4.69,JM,1699597512
543,puerto rosario,-24.45,-57.0833,23.19,84,75,2.27,PY,1699597513
544,tazacorte,28.629,-17.9293,20.64,75,0,4.12,ES,1699597514
545,rurrenabaque,-14.4413,-67.5278,22.39,90,69,0.9,BO,1699597514
546,kievka,50.2619,71.5514,4.41,74,100,7.19,KZ,1699597516
547,rumphi,-11.0186,33.8575,27.43,44,76,3.9,MW,1699597516
548,inari,68.906,27.0288,-2.89,90,87,4.33,FI,1699597517
549,cornwall,45.0181,-74.7281,6.11,87,100,4.12,CA,1699597517
550,hithadhoo,-0.6,73.0833,27.5,78,56,4.57,MV,1699597518
551,murzuq,25.9155,13.9184,18.84,35,85,3.85,LY,1699597519
552,nouadhibou,20.931,-17.0347,18.99,77,1,6.17,MR,1699597521
553,timbuktu,16.7735,-3.0074,23.34,18,72,4.03,ML,1699597521
554,phan thiet,10.9333,108.1,26.34,87,97,1.49,VN,1699597522
555,bardai,11.65,7.2333,20.38,28,64,3.2,NG,1699597522
556,zadar,44.1197,15.2422,14.34,88,100,4.63,HR,1699597522
557,szprotawa,51.5656,15.5366,9.03,74,93,4.69,PL,1699597522
558,sinop,41.7711,34.8709,6.24,81,73,1.95,TR,1699597523
559,praia da vitoria,38.7333,-27.0667,21.14,88,40,10.04,PT,1699597524
560,altayskoye,51.9533,85.3325,1.53,92,86,0.63,RU,1699597524
561,faaborg,55.0951,10.2423,7.0,89,100,10.34,DK,1699597524
562,al mawsil al jadidah,36.3346,43.0978,21.39,32,100,4.57,IQ,1699597525
563,pindobacu,-10.7417,-40.3608,19.68,92,2,2.26,BR,1699597526
564,rwamagana,-1.9487,30.4347,20.69,80,100,0.46,RW,1699597526
565,ennis,52.8436,-8.9864,7.96,81,40,3.6,IE,1699597526
566,ujae,8.9322,165.7642,28.16,82,100,10.22,MH,1699597526
567,san jose del guaviare,2.5729,-72.6459,22.74,99,100,1.07,CO,1699597527
